Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Refund Type,Root Cause,Customer Contacted
DH000720,PET000720,CL000189,2025-05-31,8.72,Void,Retentions,RET027,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000721,PET000721,CL000090,2025-05-31,69.56,Cancelled,Customer Service,CS007,Death of Pet,Agent Forgot,No
DH000722,PET000722,CL000182,2025-05-31,36.19,Void,Customer Service,CS016,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000723,PET000723,CL000167,2025-05-31,7.4,Void,Customer Service,CS005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000724,PET000724,CL000025,2025-05-31,28.96,Cancelled,Retentions,RET017,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000725,PET000725,CL000009,2025-05-31,4.27,Cancelled,Retentions,RET024,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000726,PET000726,CL000119,2025-05-31,82.52,Cancelled,Retentions,RET004,Death of Pet,Agent Forgot,No
DH000727,PET000727,CL000147,2025-05-31,195.9,Void,Retentions,RET019,Death of Pet,Agent Forgot,Yes
DH000728,PET000728,CL000084,2025-05-31,9.13,Void,Retentions,RET027,Death of Pet,Agent Forgot,No
DH000729,PET000729,CL000150,2025-05-31,42.75,Cancelled,Customer Service,CS007,Death of Pet,Payment Date Misunderstood,No
DH000730,PET000730,CL000032,2025-05-31,5.96,Cancelled,Retentions,RET009,Death of Pet,Payment Date Misunderstood,No
DH000731,PET000731,CL000169,2025-05-31,3.36,Cancelled,Customer Service,CS010,Death of Pet,Payment Date Misunderstood,No
DH000732,PET000732,CL000156,2025-05-31,18.4,Void,Retentions,RET007,Death of Pet,Refund Mailbox Delay,No
DH000733,PET000733,CL000092,2025-05-31,39.17,Cancelled,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH000734,PET000734,CL000138,2025-05-31,35.19,Cancelled,Customer Service,CS023,Cancellation Before Premium Due,Agent Forgot,No
DH000735,PET000735,CL000040,2025-05-31,41.51,Cancelled,Retentions,RET009,Death of Pet,Payment Date Misunderstood,No
DH000736,PET000736,CL000086,2025-05-31,57.33,Void,Retentions,RET004,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000737,PET000737,CL000032,2025-05-31,39.14,Cancelled,Customer Service,CS017,Cancellation Before Premium Due,Waiting for Information,No
DH000738,PET000738,CL000013,2025-05-31,47.86,Cancelled,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH000739,PET000739,CL000033,2025-05-31,5.89,Cancelled,Customer Service,CS012,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000740,PET000740,CL000091,2025-05-31,75.12,Cancelled,Complaints,CMP002,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000741,PET000741,CL000024,2025-05-31,53.84,Cancelled,Customer Service,CS003,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000742,PET000742,CL000109,2025-05-31,96.62,Cancelled,Customer Service,CS022,Death of Pet,Refund Mailbox Delay,No
DH000743,PET000743,CL000180,2025-05-31,23.81,Cancelled,Customer Service,CS017,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000744,PET000744,CL000135,2025-05-31,134.97,Cancelled,Retentions,RET002,Death of Pet,Refund Mailbox Delay,No
DH000745,PET000745,CL000139,2025-05-31,92.89,Cancelled,Retentions,RET001,Death of Pet,Refund Mailbox Delay,No
DH000746,PET000746,CL000010,2025-05-31,278.5,Cancelled,Retentions,RET001,Death of Pet,Payment Date Misunderstood,No
DH000747,PET000747,CL000091,2025-05-31,4.59,Void,Claims,CLM007,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000748,PET000748,CL000121,2025-05-31,21.98,Cancelled,Claims,CLM002,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000749,PET000749,CL000002,2025-05-31,44.82,Cancelled,Retentions,RET013,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH000750,PET000750,CL000123,2025-05-31,296.59,Void,Customer Service,CS022,Death of Pet,Waiting for Information,No
DH000751,PET000751,CL000100,2025-05-31,9.6,Cancelled,Retentions,RET012,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000752,PET000752,CL000153,2025-05-31,71.72,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000753,PET000753,CL000068,2025-05-31,149.48,Cancelled,Retentions,RET023,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000754,PET000754,CL000152,2025-05-31,57.44,Cancelled,Retentions,RET007,Death of Pet,Payment Date Misunderstood,Yes
DH000755,PET000755,CL000079,2025-05-31,99.01,Cancelled,Retentions,RET014,Death of Pet,Payment Date Misunderstood,No
DH000756,PET000756,CL000082,2025-05-31,59.1,Cancelled,Retentions,RET010,Death of Pet,Payment Date Misunderstood,No
DH000757,PET000757,CL000086,2025-05-31,13.88,Cancelled,Claims,CLM006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000758,PET000758,CL000096,2025-05-31,21.05,Cancelled,Retentions,RET004,Cancellation Before Premium Due,Agent Forgot,Yes
DH000759,PET000759,CL000168,2025-05-31,59.65,Cancelled,Complaints,CMP005,Death of Pet,Agent Forgot,No
DH000760,PET000760,CL000033,2025-05-31,32.02,Void,Claims,CLM009,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000761,PET000761,CL000018,2025-05-31,30.96,Cancelled,Claims,CLM003,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH000762,PET000762,CL000178,2025-05-31,42.58,Cancelled,Customer Service,CS003,Death of Pet,Payment Date Misunderstood,No
DH000763,PET000763,CL000053,2025-05-31,16.41,Void,Claims,CLM009,Death of Pet,Payment Date Misunderstood,No
DH000764,PET000764,CL000069,2025-05-31,16.85,Void,Retentions,RET005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000765,PET000765,CL000064,2025-05-31,142.0,Void,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH000766,PET000766,CL000157,2025-05-31,49.41,Cancelled,Retentions,RET012,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000767,PET000767,CL000169,2025-05-31,255.64,Void,Retentions,RET024,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000768,PET000768,CL000053,2025-05-31,61.04,Void,Claims,CLM007,Death of Pet,Payment Date Misunderstood,No
DH000769,PET000769,CL000127,2025-05-31,17.41,Cancelled,Retentions,RET016,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000770,PET000770,CL000101,2025-05-31,59.4,Cancelled,Customer Service,CS021,Death of Pet,Agent Forgot,No
DH000771,PET000771,CL000097,2025-05-31,14.41,Cancelled,Complaints,CMP002,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000772,PET000772,CL000003,2025-05-31,121.28,Cancelled,Retentions,RET023,Death of Pet,Payment Date Misunderstood,No
DH000773,PET000773,CL000085,2025-05-31,19.76,Cancelled,Customer Service,CS001,Death of Pet,Payment Date Misunderstood,No
DH000774,PET000774,CL000058,2025-05-31,4.56,Cancelled,Retentions,RET029,Cancellation Before Premium Due,Agent Forgot,No
DH000775,PET000775,CL000029,2025-05-31,48.26,Void,Retentions,RET012,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000776,PET000776,CL000154,2025-05-31,27.02,Cancelled,Customer Service,CS020,Death of Pet,Refund Mailbox Delay,No
DH000777,PET000777,CL000183,2025-05-31,89.44,Cancelled,Complaints,CMP002,Death of Pet,Agent Forgot,No
DH000778,PET000778,CL000029,2025-05-31,48.38,Cancelled,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH000779,PET000779,CL000163,2025-05-31,42.09,Cancelled,Retentions,RET014,Death of Pet,Payment Date Misunderstood,No
DH000780,PET000780,CL000184,2025-05-31,33.12,Cancelled,Customer Service,CS023,Death of Pet,Refund Mailbox Delay,Yes
DH000781,PET000781,CL000035,2025-05-31,111.92,Void,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH000782,PET000782,CL000054,2025-05-31,52.8,Cancelled,Customer Service,CS013,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH000783,PET000783,CL000149,2025-05-31,8.46,Cancelled,Retentions,RET012,Death of Pet,Payment Date Misunderstood,No
DH000784,PET000784,CL000047,2025-05-31,15.61,Cancelled,Customer Service,CS024,Death of Pet,Payment Date Misunderstood,No
DH000785,PET000785,CL000165,2025-05-31,7.64,Void,Claims,CLM008,Cancellation from Renewal (Void),Agent Forgot,No
DH000786,PET000786,CL000041,2025-05-31,13.69,Cancelled,Customer Service,CS013,Death of Pet,Agent Forgot,No
DH000787,PET000787,CL000178,2025-05-31,22.53,Void,Claims,CLM003,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000788,PET000788,CL000020,2025-05-31,41.15,Cancelled,Retentions,RET004,Death of Pet,Refund Mailbox Delay,Yes
DH000789,PET000789,CL000009,2025-05-31,13.41,Cancelled,Retentions,RET026,Death of Pet,Refund Mailbox Delay,Yes
DH000790,PET000790,CL000073,2025-05-31,200.05,Void,Retentions,RET005,Death of Pet,Payment Date Misunderstood,No
DH000791,PET000791,CL000007,2025-05-31,25.29,Cancelled,Claims,CLM005,Death of Pet,Waiting for Information,Yes
DH000792,PET000792,CL000056,2025-05-31,82.71,Cancelled,Retentions,RET017,Death of Pet,Payment Date Misunderstood,No
DH000793,PET000793,CL000011,2025-05-31,88.71,Cancelled,Customer Service,CS003,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH000794,PET000794,CL000197,2025-05-31,77.36,Cancelled,Customer Service,CS003,Death of Pet,Refund Mailbox Delay,Yes
DH000795,PET000795,CL000094,2025-05-31,12.85,Cancelled,Customer Service,CS016,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000796,PET000796,CL000146,2025-05-31,24.55,Cancelled,Customer Service,CS022,Death of Pet,Payment Date Misunderstood,No
DH000797,PET000797,CL000106,2025-05-31,20.52,Cancelled,Customer Service,CS020,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000798,PET000798,CL000027,2025-05-31,16.34,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,No
DH000799,PET000799,CL000047,2025-05-31,95.87,Cancelled,Customer Service,CS007,Death of Pet,Refund Mailbox Delay,No
DH000800,PET000800,CL000122,2025-05-31,4.82,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000801,PET000801,CL000093,2025-05-31,98.93,Cancelled,Retentions,RET025,Death of Pet,Payment Date Misunderstood,Yes
DH000802,PET000802,CL000077,2025-05-31,72.58,Void,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH000803,PET000803,CL000090,2025-05-31,196.33,Void,Complaints,CMP004,Cancellation from Renewal (Void),Agent Forgot,No
DH000804,PET000804,CL000153,2025-05-31,38.91,Void,Retentions,RET022,Death of Pet,Refund Mailbox Delay,No
DH000805,PET000805,CL000173,2025-06-30,30.83,Cancelled,Claims,CLM003,Cancellation Before Premium Due,Agent Forgot,Yes
DH000806,PET000806,CL000049,2025-06-30,31.85,Cancelled,Retentions,RET007,Death of Pet,Payment Date Misunderstood,No
DH000807,PET000807,CL000032,2025-06-30,82.45,Void,Retentions,RET018,Death of Pet,Payment Date Misunderstood,No
DH000808,PET000808,CL000046,2025-06-30,16.51,Cancelled,Customer Service,CS022,Cancellation Before Premium Due,Agent Forgot,No
DH000809,PET000809,CL000026,2025-06-30,261.19,Void,Customer Service,CS014,Death of Pet,Refund Mailbox Delay,Yes
DH000810,PET000810,CL000149,2025-06-30,83.39,Cancelled,Retentions,RET025,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000811,PET000811,CL000090,2025-06-30,282.81,Cancelled,Customer Service,CS024,Death of Pet,Payment Date Misunderstood,No
DH000812,PET000812,CL000068,2025-06-30,46.11,Cancelled,Customer Service,CS001,Death of Pet,Agent Forgot,No
DH000813,PET000813,CL000190,2025-06-30,23.41,Cancelled,Complaints,CMP002,Death of Pet,Waiting for Information,No
DH000814,PET000814,CL000033,2025-06-30,178.09,Cancelled,Retentions,RET011,Death of Pet,Waiting for Information,No
DH000815,PET000815,CL000101,2025-06-30,81.37,Cancelled,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH000816,PET000816,CL000182,2025-06-30,48.9,Void,Retentions,RET024,Cancellation from Renewal (Void),Agent Forgot,No
DH000817,PET000817,CL000168,2025-06-30,64.85,Cancelled,Customer Service,CS013,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000818,PET000818,CL000164,2025-06-30,273.39,Cancelled,Retentions,RET005,Death of Pet,Payment Date Misunderstood,No
DH000819,PET000819,CL000054,2025-06-30,29.65,Cancelled,Complaints,CMP001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000820,PET000820,CL000042,2025-06-30,10.42,Void,Customer Service,CS002,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH000821,PET000821,CL000140,2025-06-30,5.46,Void,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH000822,PET000822,CL000008,2025-06-30,18.8,Void,Complaints,CMP003,Death of Pet,Payment Date Misunderstood,No
DH000823,PET000823,CL000191,2025-06-30,71.81,Void,Claims,CLM005,Death of Pet,Agent Forgot,No
DH000824,PET000824,CL000197,2025-06-30,16.63,Cancelled,Customer Service,CS015,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000825,PET000825,CL000099,2025-06-30,32.69,Void,Retentions,RET006,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000826,PET000826,CL000166,2025-06-30,206.1,Cancelled,Claims,CLM007,Death of Pet,Agent Forgot,Yes
DH000827,PET000827,CL000032,2025-06-30,7.04,Void,Retentions,RET019,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000828,PET000828,CL000135,2025-06-30,32.44,Cancelled,Complaints,CMP001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000829,PET000829,CL000013,2025-06-30,74.94,Cancelled,Retentions,RET004,Death of Pet,Payment Date Misunderstood,No
DH000830,PET000830,CL000165,2025-06-30,78.79,Void,Retentions,RET013,Cancellation from Renewal (Void),Refund Mailbox Delay,Yes
DH000831,PET000831,CL000018,2025-06-30,43.2,Void,Retentions,RET012,Death of Pet,Payment Date Misunderstood,Yes
DH000832,PET000832,CL000117,2025-06-30,35.65,Cancelled,Claims,CLM010,Death of Pet,Payment Date Misunderstood,No
DH000833,PET000833,CL000177,2025-06-30,61.32,Void,Claims,CLM009,Cancellation from Renewal (Void),Waiting for Information,Yes
DH000834,PET000834,CL000029,2025-06-30,3.39,Cancelled,Claims,CLM007,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH000835,PET000835,CL000082,2025-06-30,87.65,Cancelled,Complaints,CMP004,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000836,PET000836,CL000126,2025-06-30,164.39,Cancelled,Retentions,RET009,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000837,PET000837,CL000166,2025-06-30,60.3,Cancelled,Retentions,RET001,Death of Pet,Payment Date Misunderstood,No
DH000838,PET000838,CL000195,2025-06-30,44.34,Void,Retentions,RET015,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH000839,PET000839,CL000099,2025-06-30,273.57,Cancelled,Retentions,RET009,Death of Pet,Waiting for Information,No
DH000840,PET000840,CL000028,2025-06-30,62.04,Cancelled,Retentions,RET001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000841,PET000841,CL000022,2025-06-30,18.49,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,No
DH000842,PET000842,CL000049,2025-06-30,33.77,Cancelled,Customer Service,CS022,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH000843,PET000843,CL000010,2025-06-30,19.56,Cancelled,Claims,CLM007,Death of Pet,Waiting for Information,No
DH000844,PET000844,CL000044,2025-06-30,67.39,Void,Customer Service,CS004,Death of Pet,Payment Date Misunderstood,No
DH000845,PET000845,CL000062,2025-06-30,37.26,Cancelled,Customer Service,CS001,Death of Pet,Refund Mailbox Delay,No
DH000846,PET000846,CL000195,2025-06-30,79.7,Cancelled,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH000847,PET000847,CL000059,2025-06-30,16.7,Void,Retentions,RET024,Death of Pet,Refund Mailbox Delay,No
DH000848,PET000848,CL000094,2025-06-30,43.11,Cancelled,Customer Service,CS022,Death of Pet,Agent Forgot,Yes
DH000849,PET000849,CL000057,2025-06-30,57.09,Cancelled,Customer Service,CS014,Death of Pet,Refund Mailbox Delay,No
DH000850,PET000850,CL000071,2025-06-30,83.94,Cancelled,Customer Service,CS017,Death of Pet,Waiting for Information,No
DH000851,PET000851,CL000071,2025-06-30,11.65,Cancelled,Customer Service,CS014,Cancellation Before Premium Due,Waiting for Information,No
DH000852,PET000852,CL000003,2025-06-30,37.42,Cancelled,Complaints,CMP005,Death of Pet,Agent Forgot,Yes
DH000853,PET000853,CL000073,2025-06-30,56.18,Cancelled,Retentions,RET027,Death of Pet,Waiting for Information,No
DH000854,PET000854,CL000197,2025-06-30,48.15,Void,Retentions,RET024,Death of Pet,Payment Date Misunderstood,Yes
DH000855,PET000855,CL000064,2025-06-30,81.86,Cancelled,Retentions,RET009,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000856,PET000856,CL000149,2025-06-30,7.79,Void,Retentions,RET010,Death of Pet,Payment Date Misunderstood,No
DH000857,PET000857,CL000112,2025-06-30,5.5,Cancelled,Customer Service,CS022,Death of Pet,Payment Date Misunderstood,No
DH000858,PET000858,CL000144,2025-06-30,7.78,Cancelled,Claims,CLM004,Death of Pet,Payment Date Misunderstood,No
DH000859,PET000859,CL000101,2025-06-30,6.87,Void,Customer Service,CS002,Death of Pet,Payment Date Misunderstood,No
DH000860,PET000860,CL000075,2025-06-30,37.63,Cancelled,Retentions,RET019,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH000861,PET000861,CL000035,2025-06-30,37.03,Void,Retentions,RET010,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000862,PET000862,CL000040,2025-06-30,56.06,Void,Customer Service,CS017,Death of Pet,Payment Date Misunderstood,No
DH000863,PET000863,CL000061,2025-06-30,77.34,Cancelled,Customer Service,CS022,Death of Pet,Payment Date Misunderstood,No
DH000864,PET000864,CL000044,2025-06-30,37.99,Cancelled,Retentions,RET004,Death of Pet,Payment Date Misunderstood,No
DH000865,PET000865,CL000109,2025-06-30,3.19,Void,Customer Service,CS002,Death of Pet,Refund Mailbox Delay,No
DH000866,PET000866,CL000071,2025-06-30,2.0,Cancelled,Retentions,RET029,Death of Pet,Payment Date Misunderstood,No
DH000867,PET000867,CL000118,2025-06-30,89.34,Void,Retentions,RET013,Cancellation from Renewal (Void),Agent Forgot,Yes
DH000868,PET000868,CL000169,2025-06-30,38.34,Cancelled,Retentions,RET023,Cancellation Before Premium Due,Agent Forgot,No
DH000869,PET000869,CL000018,2025-06-30,8.59,Cancelled,Retentions,RET030,Death of Pet,Agent Forgot,No
DH000870,PET000870,CL000027,2025-06-30,58.71,Cancelled,Customer Service,CS014,Death of Pet,Payment Date Misunderstood,No
DH000871,PET000871,CL000096,2025-06-30,92.04,Void,Retentions,RET023,Death of Pet,Payment Date Misunderstood,No
DH000872,PET000872,CL000113,2025-06-30,61.28,Cancelled,Customer Service,CS017,Death of Pet,Refund Mailbox Delay,Yes
DH000873,PET000873,CL000036,2025-06-30,67.98,Cancelled,Retentions,RET006,Death of Pet,Waiting for Information,No
DH000874,PET000874,CL000144,2025-06-30,90.08,Cancelled,Claims,CLM010,Death of Pet,Payment Date Misunderstood,No
DH000875,PET000875,CL000139,2025-06-30,18.97,Cancelled,Claims,CLM005,Cancellation Before Premium Due,Payment Date Misunderstood,No
